#KEY	PBS_4	PBS_3	PBS_2	PBS_1	CML_4	CML_3	CML_2	CML_1
0610005C13Rik	3	4	2	3	2	12	2	9
0610007P14Rik	599	843	529	711	524	703	726	676
0610009B22Rik	786	1252	946	894	1014	1254	966	1066
0610009L18Rik	49	58	42	67	62	23	70	40
0610009O20Rik	306	228	271	257	371	428	375	377
0610010B08Rik	0	0	0	0	0	0	0	0
0610010F05Rik	566	367	551	477	432	798	453	562
0610010K14Rik	1382	1382	1356	1369	1507	1362	1185	1459
0610011F06Rik	130	188	153	148	98	168	215	152
0610012G03Rik	636	586	608	641	666	871	651	768
0610030E20Rik	1165	1164	1191	1180	1128	1268	1201	1133
0610031O16Rik	0	0	0	0	0	0	0	0
0610037L13Rik	579	564	390	705	598	568	586	544
0610038B21Rik	3	0	0	0	4	1	6	1
0610039H22Rik	3	2	1	0	0	0	0	1
0610039K10Rik	38	51	22	31	21	46	33	31
0610040B10Rik	13	40	7	10	5	6	19	9
0610040F04Rik	0	0	0	0	0	0	0	0
0610040J01Rik	5708	5352	5582	5346	5571	8139	5966	6793
0610043K17Rik	6	0	5	1	6	0	5	3
1010001N08Rik	0	0	0	0	0	0	0	0
1110001J03Rik	103	90	139	103	120	138	115	145
1110002L01Rik	77	60	75	55	73	86	69	79
1110004E09Rik	182	241	227	177	110	213	168	227
1110004F10Rik	1857	2185	1725	1893	1889	2212	1781	2033
1110006O24Rik	45	35	20	37	25	39	32	38
1110007C09Rik	709	657	653	581	653	752	718	781
1110008F13Rik	907	922	884	932	863	1157	958	1116
1110008L16Rik	408	299	342	276	316	371	289	340
1110008P14Rik	23	46	94	23	26	75	59	66
1110012L19Rik	291	375	208	207	264	325	246	314
1110015O18Rik	0	0	0	0	0	0	0	0
1110017D15Rik	3	0	0	0	0	1	0	0
1110019D14Rik	117	175	86	134	122	143	163	122
1110020A21Rik	4	8	15	0	4	5	0	6
1110025L11Rik	0	0	0	1	0	0	0	0
1110028F11Rik	0	0	0	0	0	0	0	0
1110028F18Rik	0	0	0	0	0	0	0	0
1110032A03Rik	453	773	589	382	509	669	611	585
1110032F04Rik	0	0	0	0	9	0	0	1
1110034G24Rik	425	458	458	395	342	458	344	456
1110036E04Rik	0	0	0	0	0	0	0	0
1110037F02Rik	1650	1578	1404	1155	1671	2485	1548	1807
1110038B12Rik	40	41	48	55	25	42	42	37
1110038F14Rik	282	358	418	374	328	412	335	463
1110046J04Rik	0	0	0	5	4	0	1	0
1110051M20Rik	393	296	378	392	370	356	349	442
1110058D11Rik	0	0	1	0	3	0	1	2
1110059E24Rik	649	856	675	555	571	955	593	759
1110059G10Rik	930	1297	796	811	880	1085	880	1041
1110065P20Rik	29	30	36	48	32	40	44	36
1190002F15Rik	2	6	3	0	2	13	0	7
1190002N15Rik	1577	1401	1658	1056	1813	2279	1445	1936
1190003K10Rik	0	0	0	0	0	0	0	0
1190005I06Rik	0	0	0	0	0	0	0	0
1190007I07Rik	153	243	134	114	129	186	160	157
1200014J11Rik	1667	2024	1760	1549	1634	2310	1543	2001
1300002E11Rik	171	228	195	173	226	168	113	181
1300017J02Rik	0	0	0	0	0	0	0	0
1500004A13Rik	5	6	4	26	40	9	31	11
1500009C09Rik	0	0	0	0	6	0	0	6
1500009L16Rik	0	0	0	0	0	0	0	0
1500011B03Rik	177	295	226	114	180	179	190	187
1500011K16Rik	430	513	410	398	321	558	337	502
1500012F01Rik	73	147	50	100	69	125	94	87
1500012K07Rik	0	0	0	0	0	0	0	0
1500015A07Rik	38	64	31	47	32	34	44	24
1500015L24Rik	0	0	0	0	0	0	0	0
1500015O10Rik	8	8	8	3	15	30	22	20
1500017E21Rik	0	0	0	0	0	0	0	0
1500026H17Rik	4	0	1	2	4	7	14	3
1600002D24Rik	0	0	0	0	0	0	0	2
1600002H07Rik	26	42	74	22	39	118	7	68
1600002K03Rik	240	235	176	253	161	235	179	237
1600010M07Rik	138	160	104	134	115	149	148	125
1600012H06Rik	2287	2441	2023	2006	2190	3019	2103	2408
1600014C10Rik	3077	2265	2245	2001	2442	2765	1583	2548
1600014C23Rik	0	0	0	0	0	0	0	0
1600014K23Rik	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0
1600019K03Rik	0	0	0	0	0	0	0	0
1600020E01Rik	76	88	51	53	84	93	62	60
1600023N17Rik	8	0	0	0	0	1	7	5
1600025M17Rik	0	0	0	0	0	0	0	0
1600027J07Rik	0	0	0	0	0	0	0	0
1600029I14Rik	0	0	0	0	0	0	0	0
1600029O15Rik	0	0	0	0	0	0	0	0
1700001C02Rik	0	0	0	0	0	0	0	0
1700001C19Rik	61	68	64	81	46	37	48	53
1700001D01Rik	2	0	1	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0
1700001G01Rik	0	0	0	0	0	0	0	0
1700001G11Rik	10	6	9	10	11	9	17	8
1700001G17Rik	13	33	12	9	0	24	13	19
1700001J03Rik	0	0	0	0	0	0	0	0
1700001J11Rik	0	0	0	0	0	0	0	0
1700001K19Rik	2	1	1	5	1	3	7	0
1700001K23Rik	1	0	0	0	5	0	3	4
1700001L05Rik	30	18	16	0	11	0	4	11
1700001L19Rik	0	0	0	0	0	0	0	0
1700001O22Rik	3	0	1	0	0	2	0	1
1700001P01Rik	0	0	0	0	0	0	0	0
1700003C15Rik	0	0	0	0	0	0	0	0
1700003D09Rik	0	0	0	0	0	0	0	1
1700003E16Rik	0	0	0	0	0	3	0	2
1700003E24Rik	0	0	0	0	0	0	0	0
1700003F12Rik	16	33	15	20	8	21	17	19
1700003G13Rik	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0
1700003H04Rik	0	0	0	0	0	0	0	0
1700003I22Rik	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0
1700003M02Rik	0	0	0	0	0	0	0	0
1700003M07Rik	3	0	0	0	0	0	0	0
1700003P14Rik	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	1	0	0
1700006F04Rik	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0
1700007F19Rik	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0
1700007J10Rik	11	0	9	3	0	3	2	7
1700007K09Rik	0	0	0	0	0	0	0	0
1700007K13Rik	8	4	1	0	0	0	0	3
1700007L15Rik	43	52	47	52	41	72	87	71
1700007P06Rik	0	0	0	0	0	0	0	0
1700008C04Rik	0	0	0	0	0	0	0	0
1700008J07Rik	58	42	35	81	61	54	28	27
1700008K24Rik	0	0	0	0	0	0	0	0
1700008O03Rik	0	0	0	1	3	0	0	1
1700008P02Rik	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0
1700009J07Rik	41	9	3	32	16	7	19	22
1700009N14Rik	0	0	0	0	0	0	0	0
1700010B08Rik	0	0	0	0	0	0	0	0
1700010D01Rik	0	0	0	0	0	3	0	2
1700010I02Rik	0	0	0	0	0	0	0	0
1700010I14Rik	67	25	22	45	51	43	22	57
1700010J16Rik	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0	0	0
1700011C11Rik	0	0	0	0	0	0	0	0
1700011E24Rik	2	0	0	0	0	0	0	0
1700011H14Rik	0	0	0	0	0	0	0	0
1700011I03Rik	63	47	62	62	60	80	62	62
1700011L22Rik	6	4	3	6	15	5	7	7
1700011M02Rik	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0
1700012B09Rik	0	0	0	0	0	0	3	0
1700012C14Rik	0	0	0	0	0	0	0	0
1700012D01Rik	7	13	6	5	4	23	13	10
1700012D14Rik	33	42	43	38	30	33	50	31
1700012D16Rik	0	0	0	0	0	0	0	0
1700012H19Rik	0	0	0	0	0	0	0	0
1700012I11Rik	0	0	0	0	0	0	0	0
1700012L04Rik	1	0	2	0	0	3	1	1
1700012P22Rik	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	1	0	1
1700013G24Rik	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0
1700015E13Rik	40	97	24	31	47	41	72	26
1700015F17Rik	0	0	0	0	4	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	1	0	0	0
1700016D06Rik	0	0	0	0	0	0	0	0
1700016G22Rik	0	0	0	0	0	0	0	0
1700016H13Rik	0	0	0	0	0	0	0	0
1700016K19Rik	0	0	0	0	0	0	0	0
1700016L04Rik	0	0	6	0	0	0	0	3
1700016L21Rik	0	0	0	0	0	0	0	0
1700016P04Rik	0	0	0	0	0	0	0	0
1700017B05Rik	13536	11924	11509	13282	12689	16055	13257	13956
1700017D01Rik	0	0	0	0	0	0	0	0
1700017G19Rik	0	0	0	0	0	0	0	0
1700017J07Rik	0	0	0	0	3	0	0	0
1700017L05Rik	0	0	0	0	0	0	0	0
1700017N19Rik	0	0	0	0	0	0	0	0
1700018A04Rik	0	0	0	0	0	0	0	0
1700018B08Rik	0	0	0	0	0	0	0	0
1700018B24Rik	0	0	0	0	0	0	0	0
1700018C11Rik	0	0	0	0	0	0	0	0
1700018F24Rik	0	0	0	0	0	0	0	0
1700018G05Rik	0	0	0	0	0	0	0	0
1700018L02Rik	11	8	8	6	2	8	3	9
1700019A02Rik	0	0	0	1	0	0	0	0
1700019B03Rik	0	0	0	0	0	0	0	0
1700019B21Rik	0	0	0	0	0	0	0	0
1700019C18Rik	0	0	0	0	0	0	0	0
1700019D03Rik	11	15	0	14	33	21	19	10
1700019E08Rik	0	0	0	0	0	0	0	0
1700019G17Rik	0	10	0	20	40	23	0	25
1700019G24Rik	0	0	0	0	0	0	0	0
1700019L03Rik	0	0	0	0	3	13	0	6
1700019M22Rik	0	0	0	0	0	0	0	0
1700019N19Rik	0	0	0	0	0	0	0	0
1700019O17Rik	0	0	0	0	0	0	0	0
1700020A23Rik	0	0	0	0	0	0	0	0
1700020D05Rik	0	2	0	0	3	0	2	1
1700020D14Rik	0	0	0	0	0	0	0	0
1700020G17Rik	0	0	0	0	0	0	0	0
1700020I14Rik	798	965	895	639	747	1113	883	911
1700020L24Rik	0	0	0	0	5	3	0	3
1700020M21Rik	0	0	0	0	0	0	0	0
1700020N01Rik	8	60	39	38	16	33	18	32
1700020N15Rik	0	0	0	0	0	0	0	0
1700020N18Rik	0	0	0	0	0	0	0	0
1700021F05Rik	228	346	329	306	249	379	254	313
1700021F07Rik	0	0	0	0	0	0	0	0
1700021K19Rik	980	548	996	494	843	1136	775	1098
1700021N21Rik	0	4	0	0	0	0	0	0
1700022A21Rik	0	0	0	0	0	0	0	0
1700022A22Rik	0	0	0	0	0	0	0	0
1700022E09Rik	0	0	0	0	0	0	0	0
1700022H01Rik	1	0	0	0	0	0	0	0
1700022H16Rik	0	0	0	0	0	0	0	0
1700022I11Rik	0	0	0	0	0	0	5	0
1700023C21Rik	0	0	0	0	0	0	0	0
1700023F02Rik	0	0	0	0	0	0	0	0
1700023F06Rik	0	0	0	0	0	0	0	0
1700024B18Rik	0	0	0	0	0	0	0	0
1700024F13Rik	0	3	0	8	15	1	15	3
1700024G13Rik	0	0	0	0	0	0	0	0
1700024I08Rik	0	0	0	0	0	0	0	0
1700024N05Rik	0	0	0	0	0	0	0	0
1700024P04Rik	0	0	0	0	0	0	0	0
1700024P16Rik	0	0	1	0	0	0	0	0
1700025B11Rik	0	0	0	0	0	0	0	0
1700025C18Rik	0	0	0	0	0	0	0	0
1700025F22Rik	0	0	0	0	0	0	0	0
1700025F24Rik	0	0	0	0	0	0	0	0
1700025G04Rik	107	109	62	117	116	171	91	106
1700025J12Rik	0	0	0	0	0	0	0	0
1700025K24Rik	0	0	0	0	0	0	0	0
1700025M24Rik	0	0	0	0	0	0	0	0
1700025N23Rik	11	9	5	0	27	27	19	6
1700026D08Rik	0	0	0	0	0	0	0	0
1700026D11Rik	0	0	0	0	0	0	0	0
1700026F02Rik	0	0	0	0	0	0	0	0
1700026J14Rik	0	0	0	2	0	0	0	0
1700026L06Rik	0	0	0	0	9	2	0	1
1700027A15Rik	0	0	0	0	0	0	0	0
1700027F06Rik	0	0	0	0	0	0	0	0
1700027F09Rik	0	4	0	0	0	0	0	0
1700027H10Rik	0	0	0	0	0	0	0	0
1700027I24Rik	0	0	0	0	0	0	0	0
1700027J07Rik	0	0	0	0	0	0	0	0
1700028B04Rik	0	0	0	0	0	0	0	0
1700028D13Rik	0	0	0	0	0	0	0	0
1700028E10Rik	20	44	40	71	87	67	69	61
1700028I16Rik	0	0	0	0	0	0	0	0
1700028J19Rik	20	33	20	21	0	43	7	27
1700028K03Rik	0	7	6	19	2	3	6	3
1700028M03Rik	0	0	0	0	0	0	0	0
1700028P14Rik	0	0	0	0	0	0	0	0
1700028P15Rik	0	0	0	0	0	0	0	0
1700029B22Rik	0	0	0	0	0	0	0	0
1700029F12Rik	0	0	0	0	0	0	0	0
1700029H14Rik	0	0	0	0	0	0	0	0
1700029I15Rik	0	4	1	0	0	7	1	1
1700029J03Rik	0	0	0	0	0	0	0	0
1700029J07Rik	38	20	70	29	48	27	62	34
1700029M20Rik	0	0	0	0	0	0	0	0
1700029N11Rik	0	0	0	0	0	0	0	0
1700029P11Rik	0	0	0	0	0	0	0	0
1700030A11Rik	0	0	0	0	0	0	0	0
1700030C10Rik	41	30	39	21	18	23	68	24
1700030F04Rik	0	0	0	0	0	0	0	0
1700030F18Rik	0	0	0	0	0	0	0	0
1700030J22Rik	78	15	19	48	82	76	25	62
1700030K09Rik	373	376	276	329	464	379	417	350
1700030L20Rik	0	0	0	0	0	0	0	0
1700030M09Rik	0	0	0	0	0	0	0	0
1700030N03Rik	0	0	0	0	0	0	0	0
1700030O20Rik	0	0	0	0	0	0	0	0
1700031A10Rik	0	0	0	0	0	0	0	0
1700031F05Rik	0	0	0	0	0	0	0	0
1700031M16Rik	0	0	0	0	0	0	0	0
1700031P21Rik	0	0	0	0	1	0	0	0
1700034E13Rik	0	0	0	0	0	0	0	0
1700034G24Rik	0	0	0	0	0	0	0	0
1700034H15Rik	0	0	0	0	0	0	0	0
1700034I23Rik	6	0	0	7	1	16	8	2
1700034J05Rik	0	2	5	20	0	0	0	0
1700034K08Rik	0	0	0	0	0	0	0	0
1700034O15Rik	0	0	0	0	0	0	0	0
1700034P13Rik	0	0	0	1	2	1	1	1
1700036G14Rik	0	0	0	0	0	0	0	0
1700037C18Rik	135	83	160	103	92	149	105	147
1700037H04Rik	164	186	229	197	180	126	107	182
1700039E15Rik	0	0	0	0	0	0	0	0
1700039E22Rik	0	0	0	0	0	0	0	0
1700040L02Rik	0	0	0	0	0	6	0	0
1700041A01Rik	4	1	0	0	0	1	3	0
1700041C23Rik	0	0	0	0	0	0	0	0
1700041M19Rik	0	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0
1700042G15Rik	0	0	0	0	0	0	0	0
1700042O10Rik	0	0	0	0	0	0	0	0
1700044C05Rik	0	0	0	0	0	0	0	0
1700044K03Rik	0	0	0	0	0	0	0	0
1700045H11Rik	0	0	0	0	0	0	0	0
1700046C09Rik	0	0	0	0	0	0	0	0
1700047A11Rik	7	20	3	3	2	6	14	4
1700047E10Rik	0	0	0	0	0	0	0	0
1700047G03Rik	0	0	0	1	0	0	0	0
1700047I17Rik2	0	0	0	0	0	0	0	0
1700047L14Rik	0	0	0	0	0	0	0	0
1700047M11Rik	0	0	0	0	0	0	3	0
1700048M11Rik	7	1	6	6	2	3	0	5
1700048O20Rik	5	9	0	0	2	0	0	3
1700049E15Rik	0	0	0	0	0	0	0	0
1700049E22Rik	0	0	0	0	0	0	0	0
1700049G17Rik	951	824	412	625	809	1148	679	697
1700049L16Rik	0	0	0	0	0	0	0	0
1700051A21Rik	0	0	0	0	0	0	0	0
1700052I22Rik	0	0	0	0	0	0	0	0
1700052K11Rik	125	87	86	78	116	150	149	101
1700054A03Rik	0	0	0	0	0	0	0	0
1700054K19Rik	0	0	0	0	0	0	0	0
1700054M17Rik	0	0	0	0	0	0	0	0
1700055C04Rik	0	0	0	0	0	0	0	0
1700056E22Rik	0	7	0	0	5	3	0	1
1700057G04Rik	0	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	0	0	0	0
1700057H21Rik	0	0	0	0	0	0	0	0
1700060C16Rik	0	0	0	0	0	0	0	0
1700060C20Rik	0	0	0	0	0	0	0	0
1700061F12Rik	0	0	0	0	0	0	0	0
1700061G19Rik	0	0	1	10	5	0	1	0
1700061I17Rik	0	0	0	0	0	0	0	0
1700061J23Rik	0	0	0	0	0	0	0	0
1700063A18Rik	0	0	0	0	0	0	0	0
1700063D05Rik	0	0	0	0	0	0	0	0
1700063O14Rik	0	0	0	0	0	0	0	0
1700064J06Rik	0	0	0	0	0	0	0	0
1700064M15Rik	1	1	0	0	0	1	3	1
1700065D16Rik	4	0	2	3	3	9	2	5
1700065I16Rik	0	0	0	0	0	0	0	0
1700065J11Rik	0	0	0	0	0	0	0	0
1700065J18Rik	0	0	0	0	0	0	0	0
1700065L07Rik	0	0	0	0	0	0	0	0
1700065O20Rik	0	0	0	0	0	0	0	0
1700066B17Rik	0	0	0	0	0	0	0	0
1700066B19Rik	54	63	35	74	45	35	32	32
1700066J03Rik	0	0	0	0	0	0	1	0
1700066M21Rik	458	527	252	305	532	650	422	496
1700066N21Rik	0	0	0	0	0	0	0	0
1700066O22Rik	0	0	0	0	0	0	0	0
1700067G17Rik	0	0	0	0	0	0	0	2
1700067K01Rik	43	33	32	41	33	83	74	41
1700067P10Rik	0	0	0	0	0	0	0	0
1700069L16Rik	0	0	0	0	0	0	0	0
1700069P05Rik	0	0	0	0	0	0	0	0
1700071K01Rik	0	0	0	0	0	0	0	0
1700071M16Rik	0	0	0	0	0	0	0	0
1700072B07Rik	0	0	0	0	0	0	0	0
1700072I22Rik	0	0	0	0	0	0	0	0
1700072O05Rik	0	0	0	0	0	0	0	0
1700073E17Rik	0	0	0	0	0	0	0	0
1700074H08Rik	0	0	0	0	0	0	0	0
1700074P13Rik	0	0	0	0	0	0	0	0
1700080E11Rik	0	0	0	0	0	0	0	0
1700080N15Rik	0	0	0	0	0	0	0	0
1700080O16Rik	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0
1700084C01Rik	0	0	0	0	0	0	0	0
1700084D21Rik	0	0	0	0	0	0	0	0
1700084E18Rik	2	8	0	0	2	4	7	3
1700084F23Rik	0	0	0	0	0	0	0	0
1700084J12Rik	0	1	10	0	0	2	0	3
1700084M14Rik	0	0	0	0	0	0	0	0
1700085C21Rik	0	0	0	0	0	0	0	0
1700086L19Rik	0	0	0	0	0	0	0	0
1700086O06Rik	24	31	24	16	26	34	38	27
1700088E04Rik	1	0	2	2	0	2	0	2
1700091H14Rik	0	0	0	0	0	0	0	0
1700092C02Rik	0	0	0	0	0	0	0	0
1700092C10Rik	0	0	0	0	0	0	0	0
1700092E19Rik	0	0	0	0	0	0	0	0
1700092K14Rik	0	0	0	0	0	0	0	0
1700092M07Rik	0	0	6	0	1	0	4	2
1700093K21Rik	0	0	1	0	0	0	0	1
1700094D03Rik	15	19	11	10	18	19	6	29
1700094J05Rik	0	0	0	0	0	0	0	0
1700094M24Rik	0	0	0	0	0	0	0	0
1700095A21Rik	0	0	0	0	0	0	0	0
1700095B10Rik	0	2	0	0	0	0	2	0
1700095J12Rik	2	0	0	0	0	3	0	1
1700096J18Rik	0	0	0	0	0	0	0	0
1700096K18Rik	61	123	69	51	49	90	75	86
1700096P03Rik	0	0	0	0	0	0	0	0
1700097N02Rik	0	0	0	0	0	0	0	0
1700099I09Rik	1	2	2	2	4	1	6	1
1700100I10Rik	0	3	2	1	2	0	1	1
1700100L14Rik	2	0	0	12	0	0	0	0
1700101E01Rik	0	4	2	0	0	8	3	1
1700101I11Rik	3	0	0	13	0	2	1	4
1700101O22Rik	0	0	0	0	0	0	0	0
1700102H20Rik	4	0	4	6	0	3	0	1
1700102P08Rik	17	0	0	2	17	12	5	7
1700104L18Rik	0	0	0	0	0	0	0	0
1700105P06Rik	9	0	0	2	0	2	0	0
1700106J16Rik	0	0	0	0	0	0	0	0
1700108F19Rik	0	0	0	0	0	0	0	0
1700108J01Rik	0	0	0	0	0	0	0	0
1700109G14Rik	0	0	0	0	0	0	0	0
1700109G15Rik	0	0	0	0	0	0	0	0
1700109H08Rik	33	8	13	13	26	26	9	9
1700109I08Rik	0	0	0	0	0	0	0	0
1700109K24Rik	0	0	1	2	0	0	0	1
1700110C19Rik	53	42	58	69	66	41	58	47
1700110I01Rik	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0
1700110K17Rik	4	0	4	4	3	0	0	1
1700111N16Rik	0	0	0	0	0	0	0	0
1700112E06Rik	268	322	276	272	237	292	278	267
1700112H15Rik	0	0	0	0	0	0	0	0
1700112J05Rik	0	0	0	0	0	0	0	0
1700112J16Rik	0	0	8	0	0	11	12	4
1700113A16Rik	83	156	81	125	68	137	101	124
1700113B09Rik	0	0	0	1	0	0	0	0
1700113H08Rik	0	0	0	0	0	0	0	0
1700116B05Rik	0	0	5	0	0	0	0	0
1700119H24Rik	0	0	0	0	0	0	0	0
1700120C14Rik	2	18	1	4	2	0	1	0
1700120E14Rik	0	0	0	0	0	0	0	0
1700120G07Rik	0	0	0	0	0	0	0	0
1700120K04Rik	2	5	0	8	5	0	3	6
1700121L16Rik	0	0	0	0	0	0	0	0
1700121N20Rik	0	0	0	0	0	0	0	0
1700122C19Rik	0	0	0	0	0	0	0	0
1700122O11Rik	0	0	0	0	0	0	0	0
1700123I01Rik	0	0	0	0	0	0	0	0
1700123J17Rik	0	0	0	0	0	0	0	0
1700123K08Rik	0	0	0	0	0	0	0	0
1700123L14Rik	0	0	0	0	0	0	0	0
1700123M08Rik	26	12	18	30	28	11	33	18
1700123O12Rik	0	0	0	0	0	0	0	0
1700123O20Rik	943	1062	892	990	889	1482	839	1172
1700123O21Rik	0	0	0	0	0	0	0	0
1700124L16Rik	0	0	0	0	0	0	0	0
1700125G02Rik	0	0	0	0	0	0	0	0
1700125G22Rik	0	3	0	0	0	4	1	2
1700125H03Rik	0	0	0	0	0	0	0	0
1700125H20Rik	0	0	0	0	0	1	0	1
1700126H18Rik	0	0	0	0	0	0	0	0
1700128A07Rik	0	0	0	0	0	0	0	0
1700128F08Rik	0	0	0	0	0	0	0	0
1700129C05Rik	0	0	0	0	0	0	0	0
1810006J02Rik	0	0	0	0	0	0	0	0
1810007C17Rik	0	0	0	0	0	0	0	0
1810007D17Rik	0	0	0	0	0	0	0	0
1810008I18Rik	0	0	0	0	0	0	0	0
1810009A15Rik	26	32	43	37	18	35	28	30
1810009J06Rik	0	0	0	0	0	0	0	0
1810010D01Rik	0	0	0	3	0	5	0	2
1810010H24Rik	54	30	29	23	33	63	50	53
1810011H11Rik	1600	1856	1873	1499	1859	1956	1375	1841
1810011O10Rik	195	157	136	180	251	252	215	187
1810012K16Rik	16	15	9	13	4	12	18	15
1810013A23Rik	0	0	0	0	2	0	0	0
1810013L24Rik	1735	1699	1170	1118	1520	2475	1244	1707
1810014B01Rik	168	166	138	172	124	191	167	144
1810018F18Rik	0	0	0	0	0	0	0	0
1810019D21Rik	4	0	0	0	0	0	3	0
1810020O05Rik	0	0	0	0	0	0	0	0
1810021B22Rik	112	143	81	106	124	83	75	117
1810022K09Rik	217	365	203	255	225	293	243	276
1810024B03Rik	15	19	12	13	20	44	9	21
1810026B05Rik	322	591	224	331	319	431	322	329
1810026J23Rik	1124	1313	1151	1463	1342	2294	1302	1615
1810030O07Rik	2052	1804	2293	1977	2049	3112	1910	2649
1810032O08Rik	34	8	5	23	4	31	0	18
1810034E14Rik	15	28	28	13	0	38	52	22
1810037I17Rik	851	1046	810	920	618	865	753	849
1810041H14Rik	21	6	4	13	15	19	8	10
1810041L15Rik	0	0	0	5	0	0	0	0
1810043G02Rik	237	261	291	323	369	349	407	378
1810043H04Rik	200	302	197	215	189	222	208	207
1810044D09Rik	16	13	22	1	16	15	2	16
1810046K07Rik	0	0	0	0	0	0	0	0
1810053B23Rik	0	0	0	0	0	0	0	0
1810055G02Rik	82	51	66	111	118	174	57	110
1810058I24Rik	471	660	596	599	421	623	584	610
1810062G17Rik	0	0	0	1	0	1	0	0
1810062O18Rik	3	4	0	8	4	5	7	2
1810063I02Rik	0	0	0	0	0	0	0	0
1810064F22Rik	1	0	0	1	0	0	0	0
1810065E05Rik	0	0	0	0	0	0	0	0
2010001A14Rik	13	13	17	22	13	5	14	15
2010001E11Rik	0	0	0	0	0	0	0	0
2010003K11Rik	0	0	0	0	0	0	0	0
2010005H15Rik	0	0	2	0	10	0	0	4
2010009K17Rik	1	1	3	0	2	4	0	5
2010010A06Rik	1	0	0	3	0	0	0	0
2010012O05Rik	288	371	284	253	272	299	296	305
2010016I18Rik	1	5	0	8	5	9	1	3
2010106C02Rik	0	0	0	0	0	0	1	0
2010106E10Rik	0	0	0	0	0	0	0	0
2010107E04Rik	696	1080	830	754	676	780	682	838
2010107G12Rik	0	1	0	0	13	0	0	2
2010107G23Rik	0	0	0	5	0	0	2	1
2010109A12Rik	25	23	33	20	9	27	19	25
2010109I03Rik	3	19	0	10	14	1	8	11
2010111I01Rik	406	355	114	213	435	477	485	309
2010204K13Rik	8	34	42	33	15	26	42	36
2010300C02Rik	4	10	46	8	12	19	7	24
2010308F09Rik	0	0	0	0	0	0	0	0
2010310C07Rik	10	0	0	0	0	0	0	0
2010315B03Rik	554	876	623	826	982	687	781	788
2010320M18Rik	87	84	96	77	41	45	59	66
2200002D01Rik	36	25	31	13	24	27	15	26
2200002J24Rik	0	0	0	0	0	0	0	0
2210010C04Rik	0	0	0	0	0	0	0	0
2210011C24Rik	0	0	0	0	6	0	3	1
2210013O21Rik	271	405	392	312	409	381	331	371
2210015D19Rik	217	248	205	204	174	305	175	225
2210016F16Rik	2096	2004	2136	1577	1849	2375	1602	2267
2210016L21Rik	258	151	201	306	218	351	214	232
2210018M11Rik	399	420	529	431	555	842	537	589
2210019I11Rik	2	0	0	0	0	0	0	0
2210039B01Rik	0	0	0	0	0	0	0	0
2210404E10Rik	0	0	0	0	0	0	0	0
2210404O09Rik	115	142	172	123	216	201	132	218
2210406O10Rik	7	5	5	9	2	6	11	4
2210407C18Rik	0	0	0	0	0	0	0	0
2210408F21Rik	45	41	22	30	51	75	53	56
2210408I21Rik	127	176	52	150	176	261	239	139
2210409D07Rik	3	0	8	3	6	0	3	3
2210409E12Rik	0	0	0	0	0	0	0	0
2210414B05Rik	0	0	0	0	0	0	2	0
2210416O15Rik	0	0	0	0	0	0	0	0
2210417A02Rik	1	1	9	2	6	0	6	3
2210420H20Rik	0	0	0	0	0	0	0	0
2300002M23Rik	0	0	0	0	0	0	0	0
2300003K06Rik	0	0	0	0	0	0	0	0
2300005B03Rik	0	0	0	0	0	0	0	0
2300009A05Rik	97	118	102	122	82	121	106	92
2310001H17Rik	24	37	20	38	32	36	2	17
2310001K24Rik	0	0	0	3	0	0	0	0
2310002D06Rik	0	0	0	0	0	0	0	0
2310002F09Rik	0	0	0	0	0	0	0	0
2310002L09Rik	0	0	0	0	0	0	0	0
2310003N18Rik	0	0	0	0	0	0	0	0
2310005A03Rik	0	0	0	0	0	0	0	0
2310005E17Rik	0	0	0	0	0	0	0	0
2310007B03Rik	0	0	0	0	0	0	0	0
2310008N11Rik	0	1	0	0	0	4	0	2
